alt_idx,answer,answer_label,condition,mean_logprob,num_answer_tokens,source_idx,sum_logprob,task,token_logprobs
103392_1993.txt_employees_count_total_176,35000,original,cf_clean,-8.799123764038086,2,104669_1993.txt_employees_count_total_83,-17.598247528076172,employees_count_total,"[-14.419435501098633, -3.178811550140381]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,cf_clean,-4.221781253814697,2,104669_1993.txt_employees_count_total_83,-8.443562507629395,employees_count_total,"[-8.442873001098633, -0.0006898645660839975]"
103392_1993.txt_employees_count_total_176,35000,original,cf_qr_ablate,-4.951701641082764,2,104669_1993.txt_employees_count_total_83,-9.903403282165527,employees_count_total,"[-7.756198883056641, -2.1472043991088867]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,cf_qr_ablate,-4.774778842926025,2,104669_1993.txt_employees_count_total_83,-9.54955768585205,employees_count_total,"[-9.32651138305664, -0.22304636240005493]"
103392_1993.txt_employees_count_total_176,35000,original,patch_qr,-4.476217269897461,2,104669_1993.txt_employees_count_total_83,-8.952434539794922,employees_count_total,"[-6.834310531616211, -2.118124485015869]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,patch_qr,-4.4347453117370605,2,104669_1993.txt_employees_count_total_83,-8.869490623474121,employees_count_total,"[-8.834310531616211, -0.03517980873584747]"
103392_1993.txt_employees_count_total_176,35000,original,patch_random,-5.002912998199463,2,104669_1993.txt_employees_count_total_83,-10.005825996398926,employees_count_total,"[-7.938413619995117, -2.0674126148223877]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,patch_random,-4.744631290435791,2,104669_1993.txt_employees_count_total_83,-9.489262580871582,employees_count_total,"[-9.329038619995117, -0.1602237969636917]"
103392_1993.txt_employees_count_total_176,35000,original,patch_bottom,-4.935791492462158,2,104669_1993.txt_employees_count_total_83,-9.871582984924316,employees_count_total,"[-7.7288594245910645, -2.142723798751831]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,patch_bottom,-4.771414756774902,2,104669_1993.txt_employees_count_total_83,-9.542829513549805,employees_count_total,"[-9.322608947753906, -0.22022104263305664]"
103392_1993.txt_employees_count_total_176,35000,original,patch_same_layer,-4.732382774353027,2,104669_1993.txt_employees_count_total_83,-9.464765548706055,employees_count_total,"[-7.5423479080200195, -1.9224177598953247]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,patch_same_layer,-4.649487018585205,2,104669_1993.txt_employees_count_total_83,-9.29897403717041,employees_count_total,"[-8.95641040802002, -0.3425636887550354]"
103392_1993.txt_employees_count_total_176,60400,original,orig_clean,-5.765077114105225,2,10456_1993.txt_employees_count_total_98,-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
103392_1993.txt_employees_count_total_176,60400,original,cf_clean,-10.038816452026367,2,10456_1993.txt_employees_count_total_98,-20.077632904052734,employees_count_total,"[-14.198831558227539, -5.878802299499512]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,cf_clean,-4.908374309539795,2,10456_1993.txt_employees_count_total_98,-9.81674861907959,employees_count_total,"[-9.816019058227539, -0.0007297713309526443]"
103392_1993.txt_employees_count_total_176,60400,original,cf_qr_ablate,-6.883315563201904,2,10456_1993.txt_employees_count_total_98,-13.766631126403809,employees_count_total,"[-10.448719024658203, -3.3179123401641846]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,cf_qr_ablate,-5.120224475860596,2,10456_1993.txt_employees_count_total_98,-10.240448951721191,employees_count_total,"[-9.136219024658203, -1.1042299270629883]"
103392_1993.txt_employees_count_total_176,60400,original,patch_qr,-6.9265947341918945,2,10456_1993.txt_employees_count_total_98,-13.853189468383789,employees_count_total,"[-9.160585403442383, -4.692604064941406]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,patch_qr,-4.572285175323486,2,10456_1993.txt_employees_count_total_98,-9.144570350646973,employees_count_total,"[-9.121522903442383, -0.02304789423942566]"
103392_1993.txt_employees_count_total_176,60400,original,patch_random,-6.912792205810547,2,10456_1993.txt_employees_count_total_98,-13.825584411621094,employees_count_total,"[-10.508201599121094, -3.317383289337158]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,patch_random,-4.6781463623046875,2,10456_1993.txt_employees_count_total_98,-9.356292724609375,employees_count_total,"[-8.937889099121094, -0.418403297662735]"
103392_1993.txt_employees_count_total_176,60400,original,patch_bottom,-6.859847068786621,2,10456_1993.txt_employees_count_total_98,-13.719694137573242,employees_count_total,"[-10.427572250366211, -3.292121648788452]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,patch_bottom,-5.18576717376709,2,10456_1993.txt_employees_count_total_98,-10.37153434753418,employees_count_total,"[-9.169759750366211, -1.2017745971679688]"
103392_1993.txt_employees_count_total_176,60400,original,patch_same_layer,-6.819222927093506,2,10456_1993.txt_employees_count_total_98,-13.638445854187012,employees_count_total,"[-10.295974731445312, -3.3424713611602783]"
103392_1993.txt_employees_count_total_176,3712,counterfactual,patch_same_layer,-5.419004440307617,2,10456_1993.txt_employees_count_total_98,-10.838008880615234,employees_count_total,"[-9.108474731445312, -1.7295340299606323]"
716006_1993.txt_employees_count_total_118,5300,original,orig_clean,-3.7876551151275635,2,34501_1993.txt_employees_count_total_219,-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
716006_1993.txt_employees_count_total_118,5300,original,cf_clean,-10.951765060424805,2,34501_1993.txt_employees_count_total_219,-21.90353012084961,employees_count_total,"[-17.215810775756836, -4.68772029876709]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,cf_clean,-4.979290008544922,2,34501_1993.txt_employees_count_total_219,-9.958580017089844,employees_count_total,"[-9.957998275756836, -0.0005820487276650965]"
716006_1993.txt_employees_count_total_118,5300,original,cf_qr_ablate,-5.539944648742676,2,34501_1993.txt_employees_count_total_219,-11.079889297485352,employees_count_total,"[-8.833878517150879, -2.2460107803344727]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,cf_qr_ablate,-3.3523714542388916,2,34501_1993.txt_employees_count_total_219,-6.704742908477783,employees_count_total,"[-5.997940540313721, -0.7068021893501282]"
716006_1993.txt_employees_count_total_118,5300,original,patch_qr,-5.642201900482178,2,34501_1993.txt_employees_count_total_219,-11.284403800964355,employees_count_total,"[-9.563911437988281, -1.7204923629760742]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,patch_qr,-2.7621874809265137,2,34501_1993.txt_employees_count_total_219,-5.524374961853027,employees_count_total,"[-5.431098937988281, -0.09327583014965057]"
716006_1993.txt_employees_count_total_118,5300,original,patch_random,-5.581646919250488,2,34501_1993.txt_employees_count_total_219,-11.163293838500977,employees_count_total,"[-9.032008171081543, -2.1312856674194336]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,patch_random,-3.231705665588379,2,34501_1993.txt_employees_count_total_219,-6.463411331176758,employees_count_total,"[-5.852320671081543, -0.6110904812812805]"
716006_1993.txt_employees_count_total_118,5300,original,patch_bottom,-5.480984687805176,2,34501_1993.txt_employees_count_total_219,-10.961969375610352,employees_count_total,"[-8.706199645996094, -2.2557692527770996]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,patch_bottom,-3.387202739715576,2,34501_1993.txt_employees_count_total_219,-6.774405479431152,employees_count_total,"[-6.049950122833252, -0.7244555354118347]"
716006_1993.txt_employees_count_total_118,5300,original,patch_same_layer,-5.4246015548706055,2,34501_1993.txt_employees_count_total_219,-10.849203109741211,employees_count_total,"[-8.482099533081055, -2.3671035766601562]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,patch_same_layer,-3.6434903144836426,2,34501_1993.txt_employees_count_total_219,-7.286980628967285,employees_count_total,"[-5.521162033081055, -1.7658188343048096]"
29989_1993.txt_employees_count_total_56,1962,original,orig_clean,-1.9702107906341553,2,276999_1993.txt_employees_count_total_162,-3.9404215812683105,employees_count_total,"[-3.9388957023620605, -0.0015257871709764004]"
29989_1993.txt_employees_count_total_56,1962,original,cf_clean,-10.61269760131836,2,276999_1993.txt_employees_count_total_162,-21.22539520263672,employees_count_total,"[-15.206859588623047, -6.01853609085083]"
29989_1993.txt_employees_count_total_56,14400,counterfactual,cf_clean,-3.842029094696045,2,276999_1993.txt_employees_count_total_162,-7.68405818939209,employees_count_total,"[-7.628735065460205, -0.05532308667898178]"
29989_1993.txt_employees_count_total_56,1962,original,cf_qr_ablate,-6.144331455230713,2,276999_1993.txt_employees_count_total_162,-12.288662910461426,employees_count_total,"[-7.920759677886963, -4.367903232574463]"
29989_1993.txt_employees_count_total_56,14400,counterfactual,cf_qr_ablate,-4.976992130279541,2,276999_1993.txt_employees_count_total_162,-9.953984260559082,employees_count_total,"[-7.084822177886963, -2.869162082672119]"
29989_1993.txt_employees_count_total_56,1962,original,patch_qr,-6.116748332977295,2,276999_1993.txt_employees_count_total_162,-12.23349666595459,employees_count_total,"[-7.910576343536377, -4.322920322418213]"
29989_1993.txt_employees_count_total_56,14400,counterfactual,patch_qr,-3.57608699798584,2,276999_1993.txt_employees_count_total_162,-7.15217399597168,employees_count_total,"[-6.684013843536377, -0.46816009283065796]"
29989_1993.txt_employees_count_total_56,1962,original,patch_random,-6.199786186218262,2,276999_1993.txt_employees_count_total_162,-12.399572372436523,employees_count_total,"[-8.096546173095703, -4.30302619934082]"
29989_1993.txt_employees_count_total_56,14400,counterfactual,patch_random,-4.846289157867432,2,276999_1993.txt_employees_count_total_162,-9.692578315734863,employees_count_total,"[-6.994983673095703, -2.69759464263916]"
29989_1993.txt_employees_count_total_56,1962,original,patch_bottom,-6.0789794921875,2,276999_1993.txt_employees_count_total_162,-12.157958984375,employees_count_total,"[-7.803832530975342, -4.354126930236816]"
29989_1993.txt_employees_count_total_56,14400,counterfactual,patch_bottom,-4.97713041305542,2,276999_1993.txt_employees_count_total_162,-9.95426082611084,employees_count_total,"[-7.131957530975342, -2.822303056716919]"
29989_1993.txt_employees_count_total_56,1962,original,patch_same_layer,-5.963116645812988,2,276999_1993.txt_employees_count_total_162,-11.926233291625977,employees_count_total,"[-7.613213539123535, -4.3130202293396]"
29989_1993.txt_employees_count_total_56,14400,counterfactual,patch_same_layer,-5.343325614929199,2,276999_1993.txt_employees_count_total_162,-10.686651229858398,employees_count_total,"[-6.980401039123535, -3.7062506675720215]"
716006_1993.txt_employees_count_total_118,3712,original,orig_clean,-4.414548397064209,2,103392_1993.txt_employees_count_total_176,-8.829096794128418,employees_count_total,"[-8.828457832336426, -0.0006388768670149148]"
716006_1993.txt_employees_count_total_118,3712,original,cf_clean,-11.169832229614258,2,103392_1993.txt_employees_count_total_176,-22.339664459228516,employees_count_total,"[-15.584016799926758, -6.755648136138916]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,cf_clean,-4.351867198944092,2,103392_1993.txt_employees_count_total_176,-8.703734397888184,employees_count_total,"[-8.459016799926758, -0.24471721053123474]"
716006_1993.txt_employees_count_total_118,3712,original,cf_qr_ablate,-6.688901901245117,2,103392_1993.txt_employees_count_total_176,-13.377803802490234,employees_count_total,"[-9.279801368713379, -4.0980024337768555]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,cf_qr_ablate,-5.079756736755371,2,103392_1993.txt_employees_count_total_176,-10.159513473510742,employees_count_total,"[-8.162613868713379, -1.9968993663787842]"
716006_1993.txt_employees_count_total_118,3712,original,patch_qr,-6.494658470153809,2,103392_1993.txt_employees_count_total_176,-12.989316940307617,employees_count_total,"[-9.252041816711426, -3.7372748851776123]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,patch_qr,-4.420702934265137,2,103392_1993.txt_employees_count_total_176,-8.841405868530273,employees_count_total,"[-7.244229316711426, -1.5971766710281372]"
716006_1993.txt_employees_count_total_118,3712,original,patch_random,-6.780001640319824,2,103392_1993.txt_employees_count_total_176,-13.560003280639648,employees_count_total,"[-9.455768585205078, -4.10423469543457]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,patch_random,-5.020638465881348,2,103392_1993.txt_employees_count_total_176,-10.041276931762695,employees_count_total,"[-8.158893585205078, -1.8823838233947754]"
716006_1993.txt_employees_count_total_118,3712,original,patch_bottom,-6.66392707824707,2,103392_1993.txt_employees_count_total_176,-13.32785415649414,employees_count_total,"[-9.2088623046875, -4.118991851806641]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,patch_bottom,-5.052680492401123,2,103392_1993.txt_employees_count_total_176,-10.105360984802246,employees_count_total,"[-8.1229248046875, -1.982435941696167]"
716006_1993.txt_employees_count_total_118,3712,original,patch_same_layer,-6.456294059753418,2,103392_1993.txt_employees_count_total_176,-12.912588119506836,employees_count_total,"[-9.177271842956543, -3.735316038131714]"
716006_1993.txt_employees_count_total_118,35000,counterfactual,patch_same_layer,-4.900344371795654,2,103392_1993.txt_employees_count_total_176,-9.800688743591309,employees_count_total,"[-7.896021842956543, -1.9046670198440552]"
104669_1993.txt_employees_count_total_83,29900,original,orig_clean,-3.8915131092071533,2,812427_1993.txt_employees_count_total_248,-7.783026218414307,employees_count_total,"[-7.7814788818359375, -0.0015475689433515072]"
104669_1993.txt_employees_count_total_83,29900,original,cf_clean,-7.754495143890381,2,812427_1993.txt_employees_count_total_248,-15.508990287780762,employees_count_total,"[-13.734565734863281, -1.774424433708191]"
104669_1993.txt_employees_count_total_83,35000,counterfactual,cf_clean,-4.411064147949219,2,812427_1993.txt_employees_count_total_248,-8.822128295898438,employees_count_total,"[-8.812690734863281, -0.009437471628189087]"
104669_1993.txt_employees_count_total_83,29900,original,cf_qr_ablate,-6.707165718078613,2,812427_1993.txt_employees_count_total_248,-13.414331436157227,employees_count_total,"[-9.254246711730957, -4.160084247589111]"
104669_1993.txt_employees_count_total_83,35000,counterfactual,cf_qr_ablate,-4.728943824768066,2,812427_1993.txt_employees_count_total_248,-9.457887649536133,employees_count_total,"[-7.699558734893799, -1.7583286762237549]"
104669_1993.txt_employees_count_total_83,29900,original,patch_qr,-5.659977436065674,2,812427_1993.txt_employees_count_total_248,-11.319954872131348,employees_count_total,"[-8.441544532775879, -2.8784103393554688]"
104669_1993.txt_employees_count_total_83,35000,counterfactual,patch_qr,-3.6746644973754883,2,812427_1993.txt_employees_count_total_248,-7.349328994750977,employees_count_total,"[-6.949357032775879, -0.399972140789032]"
104669_1993.txt_employees_count_total_83,29900,original,patch_random,-6.808176040649414,2,812427_1993.txt_employees_count_total_248,-13.616352081298828,employees_count_total,"[-9.479230880737305, -4.137120723724365]"
104669_1993.txt_employees_count_total_83,35000,counterfactual,patch_random,-4.598555564880371,2,812427_1993.txt_employees_count_total_248,-9.197111129760742,employees_count_total,"[-7.565168380737305, -1.6319431066513062]"
104669_1993.txt_employees_count_total_83,29900,original,patch_bottom,-6.699831962585449,2,812427_1993.txt_employees_count_total_248,-13.399663925170898,employees_count_total,"[-9.2598237991333, -4.139840126037598]"
104669_1993.txt_employees_count_total_83,35000,counterfactual,patch_bottom,-4.779147624969482,2,812427_1993.txt_employees_count_total_248,-9.558295249938965,employees_count_total,"[-7.775448799133301, -1.7828465700149536]"
104669_1993.txt_employees_count_total_83,29900,original,patch_same_layer,-6.549981594085693,2,812427_1993.txt_employees_count_total_248,-13.099963188171387,employees_count_total,"[-8.878915786743164, -4.221047401428223]"
104669_1993.txt_employees_count_total_83,35000,counterfactual,patch_same_layer,-4.6628804206848145,2,812427_1993.txt_employees_count_total_248,-9.325760841369629,employees_count_total,"[-7.433603286743164, -1.8921575546264648]"
10456_1993.txt_employees_count_total_98,4729,original,orig_clean,-5.497169494628906,2,40878_1993.txt_employees_count_total_18,-10.994338989257812,employees_count_total,"[-10.994317054748535, -2.2291887944447808e-05]"
10456_1993.txt_employees_count_total_98,4729,original,cf_clean,-12.768159866333008,2,40878_1993.txt_employees_count_total_18,-25.536319732666016,employees_count_total,"[-19.754962921142578, -5.7813568115234375]"
10456_1993.txt_employees_count_total_98,60400,counterfactual,cf_clean,-6.8366217613220215,2,40878_1993.txt_employees_count_total_18,-13.673243522644043,employees_count_total,"[-13.672931671142578, -0.0003122795606032014]"
10456_1993.txt_employees_count_total_98,4729,original,cf_qr_ablate,-7.293102741241455,2,40878_1993.txt_employees_count_total_18,-14.58620548248291,employees_count_total,"[-9.743820190429688, -4.842385292053223]"
10456_1993.txt_employees_count_total_98,60400,counterfactual,cf_qr_ablate,-5.132040977478027,2,40878_1993.txt_employees_count_total_18,-10.264081954956055,employees_count_total,"[-9.829757690429688, -0.4343242645263672]"
10456_1993.txt_employees_count_total_98,4729,original,patch_qr,-7.126485824584961,2,40878_1993.txt_employees_count_total_18,-14.252971649169922,employees_count_total,"[-9.985474586486816, -4.267496585845947]"
10456_1993.txt_employees_count_total_98,60400,counterfactual,patch_qr,-4.6113176345825195,2,40878_1993.txt_employees_count_total_18,-9.222635269165039,employees_count_total,"[-9.212037086486816, -0.01059809047728777]"
10456_1993.txt_employees_count_total_98,4729,original,patch_random,-7.32695198059082,2,40878_1993.txt_employees_count_total_18,-14.65390396118164,employees_count_total,"[-9.807249069213867, -4.846654891967773]"
10456_1993.txt_employees_count_total_98,60400,counterfactual,patch_random,-5.101217269897461,2,40878_1993.txt_employees_count_total_18,-10.202434539794922,employees_count_total,"[-9.838499069213867, -0.36393535137176514]"
