clean_sum_logprob,condition,condition_damage,condition_sum_logprob,edge_query_position_count,edge_query_position_mode,edge_query_positions,fraction_of_full_ablation_damage,full_ablation_damage,full_ablation_sum_logprob,gold,idx,span_end,span_len,span_start,task
-0.0023761154152452946,edge_gold,3.0087772756814957e-05,-0.0024062031880021095,1,query,[7055],3.212903516662488e-06,9.364667379762977,-9.367043495178223,Newton,55387_1993.txt_ceo_lastname_11,3812,21,3791,ceo_lastname
-0.0023761154152452946,edge_distractor,0.0,-0.0023761154152452946,1,query,[7055],0.0,9.364667379762977,-9.367043495178223,Newton,55387_1993.txt_ceo_lastname_11,873,21,852,ceo_lastname
-0.0023761154152452946,edge_random,-5.351845175027847e-06,-0.0023707635700702667,1,query,[7055],-5.714933545416862e-07,9.364667379762977,-9.367043495178223,Newton,55387_1993.txt_ceo_lastname_11,4863,21,4842,ceo_lastname
-0.0023761154152452946,edge_nonqr_gold,-1.9029248505830765e-06,-0.0023742124903947115,1,query,[7055],-2.0320260970456807e-07,9.364667379762977,-9.367043495178223,Newton,55387_1993.txt_ceo_lastname_11,3812,21,3791,ceo_lastname
-0.0023761154152452946,edge_bottom_gold,-8.562812581658363e-06,-0.002367552602663636,1,query,[7055],-9.143744496641258e-07,9.364667379762977,-9.367043495178223,Newton,55387_1993.txt_ceo_lastname_11,3812,21,3791,ceo_lastname
-0.027208643034100533,edge_gold,0.21280970983207226,-0.2400183528661728,2,query,"[6988, 6989]",0.026302352894569343,8.090900106355548,-8.118108749389648,Peterson,865227_1993.txt_ceo_lastname_51,3514,23,3491,ceo_lastname
-0.027208643034100533,edge_distractor,6.148591637611389e-06,-0.027214791625738144,2,query,"[6988, 6989]",7.599391361637946e-07,8.090900106355548,-8.118108749389648,Peterson,865227_1993.txt_ceo_lastname_51,351,23,328,ceo_lastname
-0.027208643034100533,edge_random,1.9608065485954285e-05,-0.027228251099586487,2,query,"[6988, 6989]",2.423471459071877e-06,8.090900106355548,-8.118108749389648,Peterson,865227_1993.txt_ceo_lastname_51,4326,23,4303,ceo_lastname
-0.027208643034100533,edge_nonqr_gold,-0.002406727522611618,-0.024801915511488914,2,query,"[6988, 6989]",-0.0002974610353576223,8.090900106355548,-8.118108749389648,Peterson,865227_1993.txt_ceo_lastname_51,3514,23,3491,ceo_lastname
-0.027208643034100533,edge_bottom_gold,0.00044317543506622314,-0.027651818469166756,2,query,"[6988, 6989]",5.477455279890316e-05,8.090900106355548,-8.118108749389648,Peterson,865227_1993.txt_ceo_lastname_51,3514,23,3491,ceo_lastname
-0.24078139662742615,edge_gold,0.0690484344959259,-0.30982983112335205,2,query,"[7085, 7086]",0.004786900727267567,14.42445507645607,-14.665236473083496,Goodes,104669_1993.txt_ceo_lastname_84,2984,66,2918,ceo_lastname
-0.24078139662742615,edge_distractor,-1.405179500579834e-05,-0.24076734483242035,2,query,"[7085, 7086]",-9.741647037144582e-07,14.42445507645607,-14.665236473083496,Goodes,104669_1993.txt_ceo_lastname_84,382,66,316,ceo_lastname
-0.24078139662742615,edge_random,0.003091678023338318,-0.24387307465076447,2,query,"[7085, 7086]",0.00021433586273804036,14.42445507645607,-14.665236473083496,Goodes,104669_1993.txt_ceo_lastname_84,2650,66,2584,ceo_lastname
-0.24078139662742615,edge_nonqr_gold,0.006952434778213501,-0.24773383140563965,2,query,"[7085, 7086]",0.0004819894229184038,14.42445507645607,-14.665236473083496,Goodes,104669_1993.txt_ceo_lastname_84,2984,66,2918,ceo_lastname
-0.24078139662742615,edge_bottom_gold,0.0027591586112976074,-0.24354055523872375,2,query,"[7085, 7086]",0.00019128338621270832,14.42445507645607,-14.665236473083496,Goodes,104669_1993.txt_ceo_lastname_84,2984,66,2918,ceo_lastname
-0.003006146289408207,edge_gold,0.0011397842317819595,-0.0041459305211901665,3,query,"[7072, 7073, 7074]",0.00015532268254554813,7.338169886730611,-7.3411760330200195,Gressette,754737_1993.txt_ceo_lastname_200,3768,32,3736,ceo_lastname
-0.003006146289408207,edge_distractor,-3.7439633160829544e-05,-0.0029687066562473774,3,query,"[7072, 7073, 7074]",-5.102039573726753e-06,7.338169886730611,-7.3411760330200195,Gressette,754737_1993.txt_ceo_lastname_200,1044,32,1012,ceo_lastname
-0.003006146289408207,edge_random,-3.803637810051441e-05,-0.0029681099113076925,3,query,"[7072, 7073, 7074]",-5.183360250257279e-06,7.338169886730611,-7.3411760330200195,Gressette,754737_1993.txt_ceo_lastname_200,3410,32,3378,ceo_lastname
-0.003006146289408207,edge_nonqr_gold,-0.00023844209499657154,-0.0027677041944116354,3,query,"[7072, 7073, 7074]",-3.249340076300756e-05,7.338169886730611,-7.3411760330200195,Gressette,754737_1993.txt_ceo_lastname_200,3768,32,3736,ceo_lastname
-0.003006146289408207,edge_bottom_gold,-7.247785106301308e-06,-0.0029988985043019056,3,query,"[7072, 7073, 7074]",-9.87682926148556e-07,7.338169886730611,-7.3411760330200195,Gressette,754737_1993.txt_ceo_lastname_200,3768,32,3736,ceo_lastname
-0.0007475343300029635,edge_gold,0.0010042920475825667,-0.0017518263775855303,2,query,"[7053, 7054]",9.827441757568346e-05,10.21926226944197,-10.220009803771973,Lenzie,71180_1993.txt_ceo_lastname_215,1255,15,1240,ceo_lastname
-0.0007475343300029635,edge_distractor,2.6206253096461296e-06,-0.0007501549553126097,2,query,"[7053, 7054]",2.564397742763119e-07,10.21926226944197,-10.220009803771973,Lenzie,71180_1993.txt_ceo_lastname_215,936,15,921,ceo_lastname
-0.0007475343300029635,edge_random,-9.533076081424952e-06,-0.0007380012539215386,2,query,"[7053, 7054]",-9.328536473646558e-07,10.21926226944197,-10.220009803771973,Lenzie,71180_1993.txt_ceo_lastname_215,4089,15,4074,ceo_lastname
-0.0007475343300029635,edge_nonqr_gold,2.4547684006392956e-05,-0.0007720820140093565,2,query,"[7053, 7054]",2.4020994235363137e-06,10.21926226944197,-10.220009803771973,Lenzie,71180_1993.txt_ceo_lastname_215,1255,15,1240,ceo_lastname
-0.0007475343300029635,edge_bottom_gold,7.506809197366238e-06,-0.0007550411392003298,2,query,"[7053, 7054]",7.345744731313322e-07,10.21926226944197,-10.220009803771973,Lenzie,71180_1993.txt_ceo_lastname_215,1255,15,1240,ceo_lastname
-0.0004108435823582113,edge_gold,0.0010172242182306945,-0.0014280678005889058,2,query,"[7031, 7032]",9.535104059233367e-05,10.668202590255532,-10.66861343383789,Allender,34501_1993.txt_ceo_lastname_220,3664,20,3644,ceo_lastname
-0.0004108435823582113,edge_distractor,-4.762550815939903e-07,-0.0004103673272766173,2,query,"[7031, 7032]",-4.464248570129401e-08,10.668202590255532,-10.66861343383789,Allender,34501_1993.txt_ceo_lastname_220,985,20,965,ceo_lastname
-0.0004108435823582113,edge_random,-1.5486730262637138e-06,-0.00040929490933194757,2,query,"[7031, 7032]",-1.4516719317631732e-07,10.668202590255532,-10.66861343383789,Allender,34501_1993.txt_ceo_lastname_220,4024,20,4004,ceo_lastname
-0.0004108435823582113,edge_nonqr_gold,7.63821299187839e-05,-0.0004872257122769952,2,query,"[7031, 7032]",7.159793720879681e-06,10.668202590255532,-10.66861343383789,Allender,34501_1993.txt_ceo_lastname_220,3664,20,3644,ceo_lastname
-0.0004108435823582113,edge_bottom_gold,-1.3107783161103725e-06,-0.0004095328040421009,2,query,"[7031, 7032]",-1.2286777505590806e-07,10.668202590255532,-10.66861343383789,Allender,34501_1993.txt_ceo_lastname_220,3664,20,3644,ceo_lastname
-0.0012001722352579236,edge_gold,0.0012736873468384147,-0.0024738595820963383,3,query,"[7062, 7063, 7064]",0.0003224435146111748,3.950109985540621,-3.951310157775879,Zandman,103730_1993.txt_ceo_lastname_6,3417,28,3389,ceo_lastname
-0.0012001722352579236,edge_distractor,-1.6314908862113953e-05,-0.0011838573263958097,3,query,"[7062, 7063, 7064]",-4.130241669683802e-06,3.950109985540621,-3.951310157775879,Zandman,103730_1993.txt_ceo_lastname_6,927,28,899,ceo_lastname
-0.0012001722352579236,edge_random,1.310952939093113e-06,-0.0012014831881970167,3,query,"[7062, 7063, 7064]",3.318775790780147e-07,3.950109985540621,-3.951310157775879,Zandman,103730_1993.txt_ceo_lastname_6,5567,28,5539,ceo_lastname
-0.0012001722352579236,edge_nonqr_gold,-1.4052260667085648e-05,-0.001186119974590838,3,query,"[7062, 7063, 7064]",-3.5574352913017494e-06,3.950109985540621,-3.951310157775879,Zandman,103730_1993.txt_ceo_lastname_6,3417,28,3389,ceo_lastname
-0.0012001722352579236,edge_bottom_gold,-7.133930921554565e-07,-0.0011994588421657681,3,query,"[7062, 7063, 7064]",-1.8060081738656195e-07,3.950109985540621,-3.951310157775879,Zandman,103730_1993.txt_ceo_lastname_6,3417,28,3389,ceo_lastname
-0.001358658540993929,edge_gold,4.202290438115597e-05,-0.0014006814453750849,1,query,[7061],7.647951892123472e-06,5.494661181699485,-5.4960198402404785,Ross,277509_1993.txt_ceo_lastname_228,3314,25,3289,ceo_lastname
-0.001358658540993929,edge_distractor,-2.00001522898674e-05,-0.0013386583887040615,1,query,[7061],-3.639924579240645e-06,5.494661181699485,-5.4960198402404785,Ross,277509_1993.txt_ceo_lastname_228,332,25,307,ceo_lastname
-0.001358658540993929,edge_random,-1.6785808838903904e-05,-0.001341872732155025,1,query,[7061],-3.054930647008902e-06,5.494661181699485,-5.4960198402404785,Ross,277509_1993.txt_ceo_lastname_228,4790,25,4765,ceo_lastname
-0.001358658540993929,edge_nonqr_gold,-1.00000761449337e-05,-0.0013486584648489952,1,query,[7061],-1.8199622896203225e-06,5.494661181699485,-5.4960198402404785,Ross,277509_1993.txt_ceo_lastname_228,3314,25,3289,ceo_lastname
-0.001358658540993929,edge_bottom_gold,-1.3571465387940407e-05,-0.0013450870756059885,1,query,[7061],-2.469936714777159e-06,5.494661181699485,-5.4960198402404785,Ross,277509_1993.txt_ceo_lastname_228,3314,25,3289,ceo_lastname
-0.14791369438171387,edge_gold,0.06929613649845123,-0.2172098308801651,2,query,"[7103, 7104]",0.009121048567159142,7.597387075424194,-7.745300769805908,McCraw,37748_1993.txt_ceo_lastname_63,2456,70,2386,ceo_lastname
-0.14791369438171387,edge_distractor,-0.00027407705783843994,-0.14763961732387543,2,query,"[7103, 7104]",-3.607517362449735e-05,7.597387075424194,-7.745300769805908,McCraw,37748_1993.txt_ceo_lastname_63,876,70,806,ceo_lastname
-0.14791369438171387,edge_random,-0.00023820996284484863,-0.14767548441886902,2,query,"[7103, 7104]",-3.135419592025306e-05,7.597387075424194,-7.745300769805908,McCraw,37748_1993.txt_ceo_lastname_63,662,70,592,ceo_lastname
-0.14791369438171387,edge_nonqr_gold,0.02741284668445587,-0.17532654106616974,2,query,"[7103, 7104]",0.0036081940293828316,7.597387075424194,-7.745300769805908,McCraw,37748_1993.txt_ceo_lastname_63,2456,70,2386,ceo_lastname
-0.14791369438171387,edge_bottom_gold,0.0003021806478500366,-0.1482158750295639,2,query,"[7103, 7104]",3.977428619209382e-05,7.597387075424194,-7.745300769805908,McCraw,37748_1993.txt_ceo_lastname_63,2456,70,2386,ceo_lastname
-0.0017918351804837584,edge_gold,0.0006892570527270436,-0.002481092233210802,2,query,"[6800, 6801]",0.0001444717860336458,4.770876526483335,-4.772668361663818,Bogle,801124_1993.txt_ceo_lastname_134,2834,38,2796,ceo_lastname
-0.0017918351804837584,edge_distractor,2.7373898774385452e-06,-0.001794572570361197,2,query,"[6800, 6801]",5.73770849495513e-07,4.770876526483335,-4.772668361663818,Bogle,801124_1993.txt_ceo_lastname_134,946,38,908,ceo_lastname
-0.0017918351804837584,edge_random,4.755565896630287e-07,-0.0017923107370734215,2,query,"[6800, 6801]",9.967908140636091e-08,4.770876526483335,-4.772668361663818,Bogle,801124_1993.txt_ceo_lastname_134,1622,38,1584,ceo_lastname
-0.0017918351804837584,edge_nonqr_gold,-1.332943793386221e-05,-0.0017785057425498962,2,query,"[6800, 6801]",-2.7939180274043866e-06,4.770876526483335,-4.772668361663818,Bogle,801124_1993.txt_ceo_lastname_134,2834,38,2796,ceo_lastname
-0.0017918351804837584,edge_bottom_gold,2.1181185729801655e-05,-0.00181301636621356,2,query,"[6800, 6801]",4.439684324719789e-06,4.770876526483335,-4.772668361663818,Bogle,801124_1993.txt_ceo_lastname_134,2834,38,2796,ceo_lastname
-0.02517988160252571,edge_gold,0.1122545562684536,-0.1374344378709793,2,query,"[6997, 6998]",0.012373364596837988,9.072274189442396,-9.097454071044922,Peterson,859257_1993.txt_ceo_lastname_146,3518,33,3485,ceo_lastname
-0.02517988160252571,edge_distractor,0.0003059152513742447,-0.025485796853899956,2,query,"[6997, 6998]",3.3719797813236835e-05,9.072274189442396,-9.097454071044922,Peterson,859257_1993.txt_ceo_lastname_146,356,33,323,ceo_lastname
-0.02517988160252571,edge_random,-0.00012090057134628296,-0.025058981031179428,2,query,"[6997, 6998]",-1.3326379783249673e-05,9.072274189442396,-9.097454071044922,Peterson,859257_1993.txt_ceo_lastname_146,45,33,12,ceo_lastname
-0.02517988160252571,edge_nonqr_gold,-0.0010524094104766846,-0.024127472192049026,2,query,"[6997, 6998]",-0.00011600282228037116,9.072274189442396,-9.097454071044922,Peterson,859257_1993.txt_ceo_lastname_146,3518,33,3485,ceo_lastname
-0.02517988160252571,edge_bottom_gold,7.265433669090271e-05,-0.025252535939216614,2,query,"[6997, 6998]",8.008392953494742e-06,9.072274189442396,-9.097454071044922,Peterson,859257_1993.txt_ceo_lastname_146,3518,33,3485,ceo_lastname
-10.800161361694336,edge_gold,-1.4158353805541992,-9.384325981140137,2,query,"[7046, 7047]",-0.29454504476174587,4.806855201721191,-15.607016563415527,86168,66740_1993.txt_employees_count_total_197,3114,9,3105,employees_count_total
-10.800161361694336,edge_distractor,1.1444091796875e-05,-10.800172805786133,2,query,"[7046, 7047]",2.380785631482557e-06,4.806855201721191,-15.607016563415527,86168,66740_1993.txt_employees_count_total_197,935,9,926,employees_count_total
-10.800161361694336,edge_random,-7.62939453125e-06,-10.800153732299805,2,query,"[7046, 7047]",-1.5871904209883712e-06,4.806855201721191,-15.607016563415527,86168,66740_1993.txt_employees_count_total_197,6346,9,6337,employees_count_total
-10.800161361694336,edge_nonqr_gold,0.04672050476074219,-10.846881866455078,2,query,"[7046, 7047]",0.009719557340527539,4.806855201721191,-15.607016563415527,86168,66740_1993.txt_employees_count_total_197,3114,9,3105,employees_count_total
-10.800161361694336,edge_bottom_gold,2.09808349609375e-05,-10.800182342529297,2,query,"[7046, 7047]",4.364773657718021e-06,4.806855201721191,-15.607016563415527,86168,66740_1993.txt_employees_count_total_197,3114,9,3105,employees_count_total
-11.53015422821045,edge_gold,0.0033807754516601562,-11.53353500366211,2,query,"[7062, 7063]",0.0023487180438524543,1.439413070678711,-12.96956729888916,60400,10456_1993.txt_employees_count_total_98,4327,34,4293,employees_count_total
-11.53015422821045,edge_distractor,0.0001697540283203125,-11.53032398223877,2,query,"[7062, 7063]",0.0001179328101003489,1.439413070678711,-12.96956729888916,60400,10456_1993.txt_employees_count_total_98,336,34,302,employees_count_total
-11.53015422821045,edge_random,0.008011817932128906,-11.538166046142578,2,query,"[7062, 7063]",0.005566031110410287,1.439413070678711,-12.96956729888916,60400,10456_1993.txt_employees_count_total_98,4271,34,4237,employees_count_total
-11.53015422821045,edge_nonqr_gold,0.02508831024169922,-11.555242538452148,2,query,"[7062, 7063]",0.017429541771403812,1.439413070678711,-12.96956729888916,60400,10456_1993.txt_employees_count_total_98,4327,34,4293,employees_count_total
-11.53015422821045,edge_bottom_gold,-0.00717926025390625,-11.522974967956543,2,query,"[7062, 7063]",-0.004987630305817003,1.439413070678711,-12.96956729888916,60400,10456_1993.txt_employees_count_total_98,4327,34,4293,employees_count_total
-8.08022403717041,edge_gold,0.25002098083496094,-8.330245018005371,2,query,"[7050, 7051]",0.33404644892644036,0.7484617233276367,-8.828685760498047,4151,745287_1993.txt_employees_count_total_38,3551,29,3522,employees_count_total
-8.08022403717041,edge_distractor,0.015600204467773438,-8.095824241638184,2,query,"[7050, 7051]",0.020843022403891853,0.7484617233276367,-8.828685760498047,4151,745287_1993.txt_employees_count_total_38,868,29,839,employees_count_total
-8.08022403717041,edge_random,0.01560211181640625,-8.095826148986816,2,query,"[7050, 7051]",0.020845570762175736,0.7484617233276367,-8.828685760498047,4151,745287_1993.txt_employees_count_total_38,4858,29,4829,employees_count_total
-8.08022403717041,edge_nonqr_gold,0.062480926513671875,-8.142704963684082,2,query,"[7050, 7051]",0.08347912066349056,0.7484617233276367,-8.828685760498047,4151,745287_1993.txt_employees_count_total_38,3551,29,3522,employees_count_total
-8.08022403717041,edge_bottom_gold,0.015590667724609375,-8.09581470489502,2,query,"[7050, 7051]",0.02083028061247243,0.7484617233276367,-8.828685760498047,4151,745287_1993.txt_employees_count_total_38,3551,29,3522,employees_count_total
-9.726512908935547,edge_gold,-1.014047622680664,-8.712465286254883,2,query,"[7063, 7064]",4.512627902337997,-0.22471332550048828,-9.501799583435059,11500,36326_1993.txt_employees_count_total_141,3775,22,3753,employees_count_total
-9.726512908935547,edge_distractor,0.031281471252441406,-9.757794380187988,2,query,"[7063, 7064]",-0.1392061248827606,-0.22471332550048828,-9.501799583435059,11500,36326_1993.txt_employees_count_total_141,305,22,283,employees_count_total
-9.726512908935547,edge_random,0.031250953674316406,-9.757763862609863,2,query,"[7063, 7064]",-0.13907031816966503,-0.22471332550048828,-9.501799583435059,11500,36326_1993.txt_employees_count_total_141,1528,22,1506,employees_count_total
-9.726512908935547,edge_nonqr_gold,0.0783395767211914,-9.804852485656738,2,query,"[7063, 7064]",-0.34862007647615534,-0.22471332550048828,-9.501799583435059,11500,36326_1993.txt_employees_count_total_141,3775,22,3753,employees_count_total
-9.726512908935547,edge_bottom_gold,0.031246185302734375,-9.757759094238281,2,query,"[7063, 7064]",-0.13904909837074383,-0.22471332550048828,-9.501799583435059,11500,36326_1993.txt_employees_count_total_141,3775,22,3753,employees_count_total
-10.838397026062012,edge_gold,-0.5715608596801758,-10.266836166381836,2,query,"[7059, 7060]",31.125681641132175,-0.018362998962402344,-10.82003402709961,76200,732714_1993.txt_employees_count_total_169,2531,22,2509,employees_count_total
-10.838397026062012,edge_distractor,-0.023168563842773438,-10.815228462219238,2,query,"[7059, 7060]",1.2616982601921578,-0.018362998962402344,-10.82003402709961,76200,732714_1993.txt_employees_count_total_169,327,22,305,employees_count_total
-10.838397026062012,edge_random,-0.015356063842773438,-10.823040962219238,2,query,"[7059, 7060]",0.8362503245910153,-0.018362998962402344,-10.82003402709961,76200,732714_1993.txt_employees_count_total_169,3737,22,3715,employees_count_total
-10.838397026062012,edge_nonqr_gold,0.0937356948852539,-10.932132720947266,2,query,"[7059, 7060]",-5.104596208776941,-0.018362998962402344,-10.82003402709961,76200,732714_1993.txt_employees_count_total_169,2531,22,2509,employees_count_total
-10.838397026062012,edge_bottom_gold,-0.015611648559570312,-10.822785377502441,2,query,"[7059, 7060]",0.8501687873279667,-0.018362998962402344,-10.82003402709961,76200,732714_1993.txt_employees_count_total_169,2531,22,2509,employees_count_total
-5.043367385864258,edge_gold,0.6977095603942871,-5.741076946258545,2,query,"[7051, 7052]",0.15574575260531923,4.479798316955566,-9.523165702819824,1741,71180_1993.txt_employees_count_total_214,1647,18,1629,employees_count_total
-5.043367385864258,edge_distractor,0.015476226806640625,-5.058843612670898,2,query,"[7051, 7052]",0.0034546704364044095,4.479798316955566,-9.523165702819824,1741,71180_1993.txt_employees_count_total_214,937,18,919,employees_count_total
-5.043367385864258,edge_random,-3.24249267578125e-05,-5.0433349609375,2,query,"[7051, 7052]",-7.238032711224422e-06,4.479798316955566,-9.523165702819824,1741,71180_1993.txt_employees_count_total_214,6258,18,6240,employees_count_total
-5.043367385864258,edge_nonqr_gold,-0.09190893173217773,-4.95145845413208,2,query,"[7051, 7052]",-0.02051631016162314,4.479798316955566,-9.523165702819824,1741,71180_1993.txt_employees_count_total_214,1647,18,1629,employees_count_total
-5.043367385864258,edge_bottom_gold,-0.015238761901855469,-5.028128623962402,2,query,"[7051, 7052]",-0.003401662490960442,4.479798316955566,-9.523165702819824,1741,71180_1993.txt_employees_count_total_214,1647,18,1629,employees_count_total
-7.575310230255127,edge_gold,-1.0132966041564941,-6.562013626098633,2,query,"[7038, 7039]",-1.3903315735858612,0.7288165092468262,-8.304126739501953,5300,34501_1993.txt_employees_count_total_219,5225,20,5205,employees_count_total
-7.575310230255127,edge_distractor,-4.100799560546875e-05,-7.5752692222595215,2,query,"[7038, 7039]",-5.626655692507192e-05,0.7288165092468262,-8.304126739501953,5300,34501_1993.txt_employees_count_total_219,985,20,965,employees_count_total
-7.575310230255127,edge_random,0.015584945678710938,-7.590895175933838,2,query,"[7038, 7039]",0.021383908680686636,0.7288165092468262,-8.304126739501953,5300,34501_1993.txt_employees_count_total_219,1112,20,1092,employees_count_total
-7.575310230255127,edge_nonqr_gold,0.04757547378540039,-7.622885704040527,2,query,"[7038, 7039]",0.06527771144285117,0.7288165092468262,-8.304126739501953,5300,34501_1993.txt_employees_count_total_219,5225,20,5205,employees_count_total
-7.575310230255127,edge_bottom_gold,0.015619754791259766,-7.590929985046387,2,query,"[7038, 7039]",0.021431669827843964,0.7288165092468262,-8.304126739501953,5300,34501_1993.txt_employees_count_total_219,5225,20,5205,employees_count_total
