alt_idx,answer,answer_label,condition,mean_logprob,num_answer_tokens,source_idx,sum_logprob,task,token_logprobs
66740_1993.txt_employees_count_total_197,86168,counterfactual,patch_random,-5.034073352813721,2,812427_1993.txt_employees_count_total_248,-10.068146705627441,employees_count_total,"[-9.649428367614746, -0.418718546628952]"
66740_1993.txt_employees_count_total_197,29900,original,patch_bottom,-6.8994059562683105,2,812427_1993.txt_employees_count_total_248,-13.798811912536621,employees_count_total,"[-9.115667343139648, -4.683144569396973]"
66740_1993.txt_employees_count_total_197,86168,counterfactual,patch_bottom,-4.993630886077881,2,812427_1993.txt_employees_count_total_248,-9.987261772155762,employees_count_total,"[-9.568792343139648, -0.41846928000450134]"
66740_1993.txt_employees_count_total_197,29900,original,patch_same_layer,-7.2265119552612305,2,812427_1993.txt_employees_count_total_248,-14.453023910522461,employees_count_total,"[-9.778131484985352, -4.674891948699951]"
66740_1993.txt_employees_count_total_197,86168,counterfactual,patch_same_layer,-5.417125225067139,2,812427_1993.txt_employees_count_total_248,-10.834250450134277,employees_count_total,"[-9.778131484985352, -1.0561187267303467]"
277821_1993.txt_employees_count_total_156,4729,original,orig_clean,-5.497169494628906,2,40878_1993.txt_employees_count_total_18,-10.994338989257812,employees_count_total,"[-10.994317054748535, -2.2291887944447808e-05]"
277821_1993.txt_employees_count_total_156,4729,original,cf_clean,-10.326756477355957,2,40878_1993.txt_employees_count_total_18,-20.653512954711914,employees_count_total,"[-15.800125122070312, -4.853387832641602]"
277821_1993.txt_employees_count_total_156,4200,counterfactual,cf_clean,-3.6892597675323486,2,40878_1993.txt_employees_count_total_18,-7.378519535064697,employees_count_total,"[-7.378249645233154, -0.0002698534226510674]"
277821_1993.txt_employees_count_total_156,4729,original,cf_qr_ablate,-7.198829650878906,2,40878_1993.txt_employees_count_total_18,-14.397659301757812,employees_count_total,"[-9.84338092803955, -4.55427885055542]"
277821_1993.txt_employees_count_total_156,4200,counterfactual,cf_qr_ablate,-4.111238956451416,2,40878_1993.txt_employees_count_total_18,-8.222477912902832,employees_count_total,"[-8.05431842803955, -0.1681593656539917]"
277821_1993.txt_employees_count_total_156,4729,original,patch_qr,-6.701892852783203,2,40878_1993.txt_employees_count_total_18,-13.403785705566406,employees_count_total,"[-9.710969924926758, -3.6928162574768066]"
277821_1993.txt_employees_count_total_156,4200,counterfactual,patch_qr,-2.883476972579956,2,40878_1993.txt_employees_count_total_18,-5.766953945159912,employees_count_total,"[-5.757845401763916, -0.009108420461416245]"
277821_1993.txt_employees_count_total_156,4729,original,patch_random,-7.1906352043151855,2,40878_1993.txt_employees_count_total_18,-14.381270408630371,employees_count_total,"[-9.844654083251953, -4.536616325378418]"
277821_1993.txt_employees_count_total_156,4200,counterfactual,patch_random,-4.119551658630371,2,40878_1993.txt_employees_count_total_18,-8.239103317260742,employees_count_total,"[-8.063404083251953, -0.1756996065378189]"
277821_1993.txt_employees_count_total_156,4729,original,patch_bottom,-7.2000579833984375,2,40878_1993.txt_employees_count_total_18,-14.400115966796875,employees_count_total,"[-9.843517303466797, -4.556598663330078]"
277821_1993.txt_employees_count_total_156,4200,counterfactual,patch_bottom,-4.1080403327941895,2,40878_1993.txt_employees_count_total_18,-8.216080665588379,employees_count_total,"[-8.046642303466797, -0.16943857073783875]"
277821_1993.txt_employees_count_total_156,4729,original,patch_same_layer,-7.334829807281494,2,40878_1993.txt_employees_count_total_18,-14.669659614562988,employees_count_total,"[-9.956536293029785, -4.713123321533203]"
277821_1993.txt_employees_count_total_156,4200,counterfactual,patch_same_layer,-4.289715766906738,2,40878_1993.txt_employees_count_total_18,-8.579431533813477,employees_count_total,"[-8.347161293029785, -0.2322704941034317]"
40878_1993.txt_employees_count_total_18,35000,original,orig_clean,-5.647589206695557,2,716006_1993.txt_employees_count_total_118,-11.295178413391113,employees_count_total,"[-11.290453910827637, -0.004724055528640747]"
40878_1993.txt_employees_count_total_18,35000,original,cf_clean,-12.785848617553711,2,716006_1993.txt_employees_count_total_118,-25.571697235107422,employees_count_total,"[-20.318185806274414, -5.253510475158691]"
40878_1993.txt_employees_count_total_18,4729,counterfactual,cf_clean,-6.301760196685791,2,716006_1993.txt_employees_count_total_118,-12.603520393371582,employees_count_total,"[-12.603342056274414, -0.0001787979417713359]"
40878_1993.txt_employees_count_total_18,35000,original,cf_qr_ablate,-5.168988227844238,2,716006_1993.txt_employees_count_total_118,-10.337976455688477,employees_count_total,"[-8.133278846740723, -2.204697608947754]"
40878_1993.txt_employees_count_total_18,4729,counterfactual,cf_qr_ablate,-5.3648786544799805,2,716006_1993.txt_employees_count_total_118,-10.729757308959961,employees_count_total,"[-10.719216346740723, -0.010540646500885487]"
40878_1993.txt_employees_count_total_18,35000,original,patch_qr,-6.687130451202393,2,716006_1993.txt_employees_count_total_118,-13.374260902404785,employees_count_total,"[-12.089447021484375, -1.2848135232925415]"
40878_1993.txt_employees_count_total_18,4729,counterfactual,patch_qr,-4.213233470916748,2,716006_1993.txt_employees_count_total_118,-8.426466941833496,employees_count_total,"[-8.425384521484375, -0.0010825494537129998]"
40878_1993.txt_employees_count_total_18,35000,original,patch_random,-5.138221263885498,2,716006_1993.txt_employees_count_total_118,-10.276442527770996,employees_count_total,"[-8.077817916870117, -2.198624610900879]"
40878_1993.txt_employees_count_total_18,4729,counterfactual,patch_random,-5.356866836547852,2,716006_1993.txt_employees_count_total_118,-10.713733673095703,employees_count_total,"[-10.702817916870117, -0.010915922001004219]"
